Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km169.5_Group,km169.5_Position,km169.5_Elapsed_time,km169.5_Gap_to_previous_group,km169.5_Average_speed,km169.5_Current_speed,km169.5_Gradient,km169.5_GC_prov_position,km169.5_GC_prov_delay,km169.5_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
M. HEPBURN,65,MTS,no,142,51h 33' 33'',2:08:50,03h 45' 55'',Main group,47,+0'00'',+0'00'',0 km/h,0 km/h,0%,142,2:08:50,51:33:33,Main group,25,+0'58'',+0'25'',50.61 km/h,40.36 km,-5%,140,2:08:50,51:56:28,Back of the Race,151,+2'18'',+0'33'',50.58 km/h,59.47 km,-,142,2:09:23,52:10:52,Main group,119,+3'20'',+3'20'',48.53 km/h,49.46 km,-1%,140,2:08:50,52:23:34,Main group,124,+2'16'',+2'16'',48.83 km/h,90.50 km,-7%,140,2:08:52,52:36:06,Main group,114,+1'42'',+1'42'',40.49 km/h,53.60 km,-,140,2:08:50,52:48:22,Main group,101,+1'34'',+1'34'',41.37 km/h,38.99 km,-1%,140,2:08:50,53:00:39,Main group,142,+2'00'',+2'00'',36.52 km/h,40.97 km,-2%,140,2:08:50,53:13:31,Main group,140,+2'10'',+2'10'',43.55 km/h,42.80 km,-,140,2:08:50,53:27:23,Main group,150,+2'06'',+2'06'',39.31 km/h,33.44 km,3%,140,2:08:50,53:38:53,Main group,132,+1'30'',+1'30'',44.72 km/h,42.48 km,-,140,2:08:50,53:51:32,Main group,115,+1'00'',+1'00'',30.37 km/h,26.10 km,5%,140,2:08:50,54:03:29,Main group,104,+0'51'',+0'51'',40.66 km/h,35.03 km,-2%,140,2:08:50,54:16:44,Back of the Race,151,+1'49'',+0'19'',34.43 km/h,34.16 km,3%,142,2:09:42,54:29:59,Main group,126,+0'35'',+0'35'',41.74 km/h,40.43 km,-,140,2:08:50,54:41:50,Main group,120,+0'47'',+0'47'',39.07 km/h,62.60 km,-3%,140,2:08:50,54:54:22,Main group,115,+0'25'',+0'25'',59.45 km/h,51.55 km,-,140,2:08:50,54:59:51,Main group,27,+0'24'',+0'24'',56.24 km/h,55.01 km,-1%,140,2:08:50,55:06:36,Main group,83,+0'00'',+0'00'',49.33 km/h,49.86 km,-1%,140,2:08:50,55:12:51,Main group,20,+0'00'',-,-,-,-,140,2:08:50,55:19:28
D. HOWSON,66,MTS,no,121,51h 20' 37'',1:55:54,03h 48' 03'',Main group,48,+0'00'',+0'00'',0 km/h,0 km/h,0%,121,1:55:54,51:20:37,Main group,146,+0'58'',+0'25'',50.71 km/h,37.01 km,-4%,119,1:55:54,51:43:32,Main group,104,+1'45'',+0'49'',55.14 km/h,46.51 km,-2%,119,1:55:54,51:57:23,Main group,89,+3'20'',+3'20'',48.56 km/h,49.54 km,-1%,119,1:55:54,52:10:38,Main group,123,+2'14'',+2'14'',51.18 km/h,89.03 km,-7%,119,1:55:54,52:23:08,Main group,111,+1'42'',+1'42'',40.11 km/h,49.50 km,-,119,1:55:54,52:35:26,Main group,106,+1'34'',+1'34'',41.11 km/h,39.49 km,-1%,119,1:55:54,52:47:43,Main group,131,+2'00'',+2'00'',36.75 km/h,42.30 km,-2%,119,1:55:54,53:00:35,Main group,143,+2'10'',+2'10'',44.21 km/h,43.96 km,-,119,1:55:54,53:14:27,Main group,146,+2'06'',+2'06'',39.14 km/h,35.32 km,3%,119,1:55:54,53:25:57,Main group,140,+1'30'',+1'30'',43.42 km/h,44.28 km,-,119,1:55:54,53:38:36,Main group,138,+1'00'',+1'00'',29.57 km/h,20.48 km,5%,119,1:55:54,53:50:33,Main group,131,+0'51'',+0'51'',41.12 km/h,33.59 km,-2%,119,1:55:54,54:03:48,Main group,129,+0'57'',+0'57'',38.26 km/h,34.13 km,4%,119,1:55:54,54:16:11,Main group,124,+0'35'',+0'35'',41.44 km/h,36.86 km,-,119,1:55:54,54:28:54,Main group,147,+0'47'',+0'47'',38.57 km/h,66.24 km,-3%,119,1:55:54,54:41:26,Main group,149,+0'25'',+0'25'',59.18 km/h,48.56 km,-,119,1:55:54,54:46:55,Main group,134,+0'24'',+0'24'',55.54 km/h,57.53 km,-1%,119,1:55:54,54:53:40,Main group,140,+0'00'',+0'00'',48.97 km/h,52.63 km,-1%,119,1:55:54,54:59:55,Stragglers,135,+2'08'',-,-,-,-,122,1:58:02,55:08:40
D. IMPEY,67,MTS,no,54,50h 41' 44'',1:17:01,03h 48' 03'',Main group,49,+0'00'',+0'00'',0 km/h,0 km/h,0%,54,1:17:01,50:41:44,Main group,112,+0'58'',+0'25'',50.88 km/h,37.66 km,-4%,53,1:17:01,51:04:39,Main group,73,+1'45'',+0'49'',55.55 km/h,43.92 km,-2%,53,1:17:01,51:18:30,Main group,67,+3'20'',+3'20'',48.80 km/h,50.54 km,-1%,53,1:17:01,51:31:45,Main group,79,+2'14'',+2'14'',50.68 km/h,88.49 km,-6%,53,1:17:01,51:44:15,Main group,98,+1'42'',+1'42'',41.40 km/h,52.06 km,-,53,1:17:01,51:56:33,Main group,150,+1'34'',+1'34'',38.68 km/h,3.60 km,-,53,1:17:01,52:08:50,Main group,139,+2'00'',+2'00'',37.09 km/h,42.44 km,-2%,53,1:17:01,52:21:42,Main group,135,+2'10'',+2'10'',44.29 km/h,39.78 km,-,53,1:17:01,52:35:34,Main group,134,+2'06'',+2'06'',39.70 km/h,37.87 km,3%,53,1:17:01,52:47:04,Main group,67,+1'30'',+1'30'',45.43 km/h,50.51 km,-,53,1:17:01,52:59:43,Main group,91,+1'00'',+1'00'',28.98 km/h,25.70 km,5%,53,1:17:01,53:11:40,Main group,51,+0'51'',+0'51'',40.98 km/h,35.42 km,-2%,53,1:17:01,53:24:55,Main group,73,+0'57'',+0'57'',38.90 km/h,29.99 km,4%,53,1:17:01,53:37:18,Main group,132,+0'35'',+0'35'',41.69 km/h,37.18 km,-,53,1:17:01,53:50:01,Main group,134,+0'47'',+0'47'',38.35 km/h,64.55 km,-3%,53,1:17:01,54:02:33,Main group,144,+0'25'',+0'25'',59.35 km/h,52.99 km,-,53,1:17:01,54:08:02,Main group,139,+0'24'',+0'24'',55.42 km/h,56.38 km,-1%,53,1:17:01,54:14:47,Main group,149,+0'00'',+0'00'',48.84 km/h,51.59 km,-1%,53,1:17:01,54:21:02,Stragglers,139,+2'08'',-,-,-,-,55,1:19:09,54:29:47
M. NIEVE ITURRALDE,68,MTS,no,15,49h 40' 11'',0:15:28,03h 45' 55'',Main group,50,+0'00'',+0'00'',0 km/h,0 km/h,0%,15,0:15:28,49:40:11,Main group,149,+0'58'',+0'25'',50.80 km/h,39.24 km,-4%,14,0:15:28,50:03:06,Main group,148,+1'45'',+0'49'',55.64 km/h,45.22 km,-2%,14,0:15:28,50:16:57,Main group,139,+3'20'',+3'20'',48.01 km/h,53.39 km,-,14,0:15:28,50:30:12,Main group,82,+2'14'',+2'14'',50.96 km/h,86.94 km,-6%,14,0:15:28,50:42:42,Main group,95,+1'42'',+1'42'',41.72 km/h,55.66 km,-,14,0:15:28,50:55:00,Main group,92,+1'34'',+1'34'',41.30 km/h,39.64 km,-1%,14,0:15:28,51:07:17,Main group,125,+2'00'',+2'00'',37.30 km/h,41.80 km,-2%,14,0:15:28,51:20:09,Main group,122,+2'10'',+2'10'',44.03 km/h,41.15 km,-,14,0:15:28,51:34:01,Main group,65,+2'06'',+2'06'',39.81 km/h,36.90 km,3%,14,0:15:28,51:45:31,Main group,66,+1'30'',+1'30'',45.81 km/h,48.78 km,-,14,0:15:28,51:58:10,Main group,92,+1'00'',+1'00'',28.45 km/h,26.89 km,5%,14,0:15:28,52:10:07,Main group,31,+0'51'',+0'51'',41.01 km/h,37.40 km,-2%,14,0:15:28,52:23:22,Main group,51,+0'57'',+0'57'',39.05 km/h,31.72 km,4%,14,0:15:28,52:35:45,Main group,115,+0'35'',+0'35'',40.93 km/h,33.19 km,-,14,0:15:28,52:48:28,Main group,58,+0'47'',+0'47'',39.34 km/h,63.54 km,-2%,14,0:15:28,53:01:00,Main group,68,+0'25'',+0'25'',59.33 km/h,55.66 km,-,14,0:15:28,53:06:29,Main group,75,+0'24'',+0'24'',54.98 km/h,55.19 km,-1%,14,0:15:28,53:13:14,Main group,92,+0'00'',+0'00'',49.79 km/h,52.02 km,-1%,14,0:15:28,53:19:29,Main group,40,+0'00'',-,-,-,-,14,0:15:28,53:26:06
N. QUINTANA,71,MOV,Teams,9,49h 28' 56'',0:04:13,03h 45' 55'',Main group,51,+0'00'',+0'00'',0 km/h,0 km/h,0%,9,0:04:13,49:28:56,Main group,58,+0'58'',+0'25'',50.00 km/h,40.39 km,-4%,8,0:04:13,49:51:51,Main group,49,+1'45'',+0'49'',55.32 km/h,45.36 km,-3%,8,0:04:13,50:05:42,Main group,15,+3'20'',+3'20'',48.99 km/h,51.48 km,-1%,8,0:04:13,50:18:57,Main group,25,+2'14'',+2'14'',51.04 km/h,84.31 km,-5%,8,0:04:13,50:31:27,Main group,56,+1'42'',+1'42'',41.18 km/h,47.56 km,-,8,0:04:13,50:43:45,Main group,44,+1'34'',+1'34'',41.09 km/h,39.67 km,-1%,8,0:04:13,50:56:02,Main group,52,+2'00'',+2'00'',40.72 km/h,45.90 km,-3%,8,0:04:13,51:08:54,Main group,50,+2'10'',+2'10'',44.29 km/h,43.20 km,-,8,0:04:13,51:22:46,Main group,29,+2'06'',+2'06'',38.46 km/h,38.27 km,3%,8,0:04:13,51:34:16,Main group,46,+1'30'',+1'30'',45.99 km/h,47.20 km,-1%,8,0:04:13,51:46:55,Main group,57,+1'00'',+1'00'',29.32 km/h,21.10 km,5%,8,0:04:13,51:58:52,Main group,37,+0'51'',+0'51'',40.45 km/h,34.96 km,-2%,8,0:04:13,52:12:07,Main group,55,+0'57'',+0'57'',38.85 km/h,31.75 km,4%,8,0:04:13,52:24:30,Main group,27,+0'35'',+0'35'',41.39 km/h,42.70 km,-1%,8,0:04:13,52:37:13,Main group,35,+0'47'',+0'47'',39.51 km/h,61.63 km,-2%,8,0:04:13,52:49:45,Main group,51,+0'25'',+0'25'',59.55 km/h,52.42 km,-,8,0:04:13,52:55:14,Main group,9,+0'24'',+0'24'',55.31 km/h,56.02 km,-1%,8,0:04:13,53:01:59,Main group,19,+0'00'',+0'00'',49.76 km/h,54.25 km,-,8,0:04:13,53:08:14,Main group,27,+0'00'',-,-,-,-,8,0:04:13,53:14:51
A. AMADOR,72,MOV,Teams,67,50h 49' 18'',1:24:35,03h 47' 18'',Main group,52,+0'00'',+0'00'',0 km/h,0 km/h,0%,67,1:24:35,50:49:18,Main group,92,+0'58'',+0'25'',50.38 km/h,39.06 km,-4%,66,1:24:35,51:12:13,Main group,135,+1'45'',+0'49'',55.00 km/h,43.88 km,-2%,66,1:24:35,51:26:04,Main group,137,+3'20'',+3'20'',51.97 km/h,53.06 km,-1%,67,1:24:35,51:39:19,Main group,30,+2'14'',+2'14'',50.96 km/h,82.33 km,-5%,67,1:24:35,51:51:49,Main group,29,+1'42'',+1'42'',41.87 km/h,46.73 km,-,66,1:24:35,52:04:07,Main group,43,+1'34'',+1'34'',41.09 km/h,39.24 km,-1%,66,1:24:35,52:16:24,Main group,51,+2'00'',+2'00'',36.89 km/h,44.39 km,-3%,66,1:24:35,52:29:16,Main group,56,+2'10'',+2'10'',44.10 km/h,43.85 km,-,67,1:24:35,52:43:08,Main group,145,+2'06'',+2'06'',39.25 km/h,36.36 km,3%,67,1:24:35,52:54:38,Main group,106,+1'30'',+1'30'',45.39 km/h,43.56 km,-,66,1:24:35,53:07:17,Main group,81,+1'00'',+1'00'',29.20 km/h,22.61 km,5%,66,1:24:35,53:19:14,Main group,145,+0'51'',+0'51'',39.34 km/h,31.43 km,-,66,1:24:35,53:32:29,Main group,93,+0'57'',+0'57'',38.59 km/h,30.46 km,4%,66,1:24:35,53:44:52,Main group,118,+0'35'',+0'35'',41.20 km/h,36.32 km,-,66,1:24:35,53:57:35,Main group,99,+0'47'',+0'47'',39.17 km/h,63.32 km,-3%,66,1:24:35,54:10:07,Main group,93,+0'25'',+0'25'',59.58 km/h,55.01 km,-,66,1:24:35,54:15:36,Main group,110,+0'24'',+0'24'',54.90 km/h,55.94 km,-1%,66,1:24:35,54:22:21,Main group,112,+0'00'',+0'00'',49.40 km/h,51.55 km,-1%,66,1:24:35,54:28:36,Stragglers,89,+1'23'',-,-,-,-,65,1:25:58,54:36:36
D. BENNATI,73,MOV,Teams,137,51h 31' 40'',2:06:57,03h 46' 35'',Main group,53,+0'00'',+0'00'',0 km/h,0 km/h,0%,137,2:06:57,51:31:40,Main group,30,+0'58'',+0'25'',50.50 km/h,39.56 km,-5%,136,2:06:57,51:54:35,Main group,50,+1'45'',+0'49'',55.29 km/h,43.13 km,-2%,136,2:06:57,52:08:26,Main group,58,+3'20'',+3'20'',48.73 km/h,51.59 km,-1%,136,2:06:57,52:21:41,Main group,60,+2'14'',+2'14'',50.71 km/h,86.61 km,-6%,136,2:06:57,52:34:11,Main group,42,+1'42'',+1'42'',41.27 km/h,47.09 km,-,136,2:06:57,52:46:29,Main group,130,+1'34'',+1'34'',45.48 km/h,37.19 km,-1%,136,2:06:57,52:58:46,Main group,48,+2'00'',+2'00'',37.80 km/h,47.52 km,-3%,136,2:06:57,53:11:38,Main group,54,+2'10'',+2'10'',44.68 km/h,40.90 km,-,136,2:06:57,53:25:30,Main group,30,+2'06'',+2'06'',39.66 km/h,39.20 km,3%,136,2:06:57,53:37:00,Main group,42,+1'30'',+1'30'',45.51 km/h,45.72 km,-1%,136,2:06:57,53:49:39,Main group,56,+1'00'',+1'00'',29.05 km/h,23.00 km,5%,136,2:06:57,54:01:36,Main group,44,+0'51'',+0'51'',39.80 km/h,34.56 km,-2%,136,2:06:57,54:14:51,Main group,75,+0'57'',+0'57'',38.63 km/h,30.31 km,4%,136,2:06:57,54:27:14,Main group,34,+0'35'',+0'35'',41.21 km/h,44.06 km,-1%,136,2:06:57,54:39:57,Main group,31,+0'47'',+0'47'',39.29 km/h,62.82 km,-2%,135,2:06:57,54:52:29,Main group,24,+0'25'',+0'25'',59.67 km/h,49.07 km,-,135,2:06:57,54:57:58,Main group,16,+0'24'',+0'24'',55.27 km/h,58.64 km,-1%,135,2:06:57,55:04:43,Main group,27,+0'00'',+0'00'',49.45 km/h,53.89 km,-,135,2:06:57,55:10:58,Stragglers,62,+0'40'',-,-,-,-,136,2:07:37,55:18:15
I. ERVITI,74,MOV,Teams,90,51h 04' 21'',1:39:38,03h 46' 35'',Main group,54,+0'00'',+0'00'',0 km/h,0 km/h,0%,90,1:39:38,51:04:21,Main group,32,+0'58'',+0'25'',48.42 km/h,43.06 km,-5%,88,1:39:38,51:27:16,Main group,22,+1'45'',+0'49'',55.34 km/h,44.35 km,-3%,88,1:39:38,51:41:07,Main group,22,+3'20'',+3'20'',48.61 km/h,50.04 km,-1%,88,1:39:38,51:54:22,Main group,85,+2'14'',+2'14'',49.55 km/h,86.61 km,-6%,88,1:39:38,52:06:52,Main group,39,+1'42'',+1'42'',39.76 km/h,49.72 km,-,88,1:39:38,52:19:10,Main group,47,+1'34'',+1'34'',45.68 km/h,45.18 km,-1%,88,1:39:38,52:31:27,Main group,54,+2'00'',+2'00'',36.70 km/h,45.14 km,-3%,88,1:39:38,52:44:19,Main group,136,+2'10'',+2'10'',47.48 km/h,44.03 km,-,88,1:39:38,52:58:11,Main group,39,+2'06'',+2'06'',37.14 km/h,37.01 km,3%,88,1:39:38,53:09:41,Main group,41,+1'30'',+1'30'',44.92 km/h,46.80 km,-1%,88,1:39:38,53:22:20,Main group,41,+1'00'',+1'00'',28.42 km/h,21.06 km,5%,88,1:39:38,53:34:17,Main group,36,+0'51'',+0'51'',39.33 km/h,35.71 km,-2%,88,1:39:38,53:47:32,Main group,27,+0'57'',+0'57'',38.80 km/h,33.34 km,3%,88,1:39:38,53:59:55,Main group,22,+0'35'',+0'35'',40.61 km/h,40.90 km,-1%,88,1:39:38,54:12:38,Main group,33,+0'47'',+0'47'',39.19 km/h,63.22 km,-2%,88,1:39:38,54:25:10,Main group,43,+0'25'',+0'25'',59.45 km/h,52.38 km,-,88,1:39:38,54:30:39,Main group,96,+0'24'',+0'24'',54.86 km/h,56.88 km,-1%,88,1:39:38,54:37:24,Main group,66,+0'00'',+0'00'',49.64 km/h,51.44 km,-1%,88,1:39:38,54:43:39,Stragglers,64,+0'40'',-,-,-,-,90,1:40:18,54:50:56
M. LANDA MEANA,75,MOV,Teams,7,49h 27' 56'',0:03:13,03h 45' 55'',Main group,55,+0'00'',+0'00'',0 km/h,0 km/h,0%,7,0:03:13,49:27:56,Main group,139,+0'58'',+0'25'',50.38 km/h,38.05 km,-4%,6,0:03:13,49:50:51,Main group,141,+1'45'',+0'49'',56.40 km/h,45.65 km,-2%,6,0:03:13,50:04:42,Main group,138,+3'20'',+3'20'',52.26 km/h,55.40 km,-1%,6,0:03:13,50:17:57,Main group,33,+2'14'',+2'14'',51.15 km/h,84.38 km,-5%,6,0:03:13,50:30:27,Main group,34,+1'42'',+1'42'',41.42 km/h,47.38 km,-,6,0:03:13,50:42:45,Main group,48,+1'34'',+1'34'',40.92 km/h,39.85 km,-1%,6,0:03:13,50:55:02,Main group,55,+2'00'',+2'00'',37.04 km/h,46.98 km,-3%,6,0:03:13,51:07:54,Main group,58,+2'10'',+2'10'',44.07 km/h,44.93 km,-,6,0:03:13,51:21:46,Main group,26,+2'06'',+2'06'',38.91 km/h,37.76 km,3%,6,0:03:13,51:33:16,Main group,40,+1'30'',+1'30'',45.55 km/h,47.99 km,-1%,6,0:03:13,51:45:55,Main group,51,+1'00'',+1'00'',29.22 km/h,24.19 km,5%,6,0:03:13,51:57:52,Main group,45,+0'51'',+0'51'',39.61 km/h,34.85 km,-2%,6,0:03:13,52:11:07,Main group,66,+0'57'',+0'57'',38.35 km/h,31.57 km,4%,6,0:03:13,52:23:30,Main group,19,+0'35'',+0'35'',41.24 km/h,43.09 km,-1%,6,0:03:13,52:36:13,Main group,27,+0'47'',+0'47'',39.25 km/h,61.96 km,-2%,6,0:03:13,52:48:45,Main group,47,+0'25'',+0'25'',59.78 km/h,47.77 km,-,6,0:03:13,52:54:14,Main group,81,+0'24'',+0'24'',54.91 km/h,55.26 km,-1%,6,0:03:13,53:00:59,Main group,74,+0'00'',+0'00'',49.55 km/h,52.45 km,-1%,6,0:03:13,53:07:14,Main group,24,+0'00'',-,-,-,-,6,0:03:13,53:13:51
M. SOLER,77,MOV,Teams,95,51h 05' 33'',1:40:50,03h 48' 03'',Main group,56,+0'00'',+0'00'',0 km/h,0 km/h,0%,95,1:40:50,51:05:33,Main group,87,+0'58'',+0'25'',51.52 km/h,39.28 km,-4%,93,1:40:50,51:28:28,Main group,137,+1'45'',+0'49'',55.98 km/h,43.85 km,-2%,93,1:40:50,51:42:19,Main group,128,+3'20'',+3'20'',48.43 km/h,51.05 km,-1%,93,1:40:50,51:55:34,Main group,36,+2'14'',+2'14'',51.73 km/h,83.56 km,-5%,93,1:40:50,52:08:04,Main group,36,+1'42'',+1'42'',41.30 km/h,48.82 km,-,93,1:40:50,52:20:22,Main group,112,+1'34'',+1'34'',46.44 km/h,42.59 km,-1%,93,1:40:50,52:32:39,Main group,57,+2'00'',+2'00'',37.00 km/h,44.68 km,-3%,93,1:40:50,52:45:31,Main group,48,+2'10'',+2'10'',44.00 km/h,44.17 km,-,93,1:40:50,52:59:23,Main group,28,+2'06'',+2'06'',39.57 km/h,37.44 km,3%,93,1:40:50,53:10:53,Main group,51,+1'30'',+1'30'',45.46 km/h,46.91 km,-1%,93,1:40:50,53:23:32,Main group,106,+1'00'',+1'00'',29.01 km/h,24.95 km,5%,93,1:40:50,53:35:29,Main group,53,+0'51'',+0'51'',42.33 km/h,33.59 km,-2%,93,1:40:50,53:48:44,Main group,105,+0'57'',+0'57'',38.69 km/h,32.76 km,4%,93,1:40:50,54:01:07,Main group,120,+0'35'',+0'35'',41.97 km/h,41.11 km,-,93,1:40:50,54:13:50,Main group,116,+0'47'',+0'47'',39.05 km/h,65.02 km,-3%,93,1:40:50,54:26:22,Main group,136,+0'25'',+0'25'',59.02 km/h,40.57 km,-,93,1:40:50,54:31:51,Main group,124,+0'24'',+0'24'',54.91 km/h,57.82 km,-1%,93,1:40:50,54:38:36,Main group,118,+0'00'',+0'00'',49.76 km/h,50.72 km,-1%,93,1:40:50,54:44:51,Stragglers,133,+2'08'',-,-,-,-,97,1:42:58,54:53:36
A. VALVERDE,78,MOV,Teams,12,49h 33' 50'',0:09:07,03h 45' 55'',Main group,57,+0'00'',+0'00'',0 km/h,0 km/h,0%,12,0:09:07,49:33:50,Main group,63,+0'58'',+0'25'',50.00 km/h,40.68 km,-4%,11,0:09:07,49:56:45,Main group,48,+1'45'',+0'49'',55.45 km/h,44.82 km,-3%,11,0:09:07,50:10:36,Main group,8,+3'20'',+3'20'',48.58 km/h,50.87 km,-1%,11,0:09:07,50:23:51,Main group,27,+2'14'',+2'14'',50.83 km/h,83.63 km,-5%,11,0:09:07,50:36:21,Main group,20,+1'42'',+1'42'',41.45 km/h,54.40 km,-,11,0:09:07,50:48:39,Main group,41,+1'34'',+1'34'',41.08 km/h,38.41 km,-1%,11,0:09:07,51:00:56,Main group,122,+2'00'',+2'00'',38.11 km/h,42.16 km,-2%,11,0:09:07,51:13:48,Main group,53,+2'10'',+2'10'',44.26 km/h,44.35 km,-,11,0:09:07,51:27:40,Main group,36,+2'06'',+2'06'',37.72 km/h,38.38 km,3%,11,0:09:07,51:39:10,Main group,39,+1'30'',+1'30'',45.62 km/h,47.84 km,-1%,11,0:09:07,51:51:49,Main group,64,+1'00'',+1'00'',29.31 km/h,22.43 km,5%,11,0:09:07,52:03:46,Main group,56,+0'51'',+0'51'',40.11 km/h,36.68 km,-2%,11,0:09:07,52:17:01,Main group,39,+0'57'',+0'57'',39.06 km/h,31.21 km,4%,11,0:09:07,52:29:24,Main group,36,+0'35'',+0'35'',41.00 km/h,43.85 km,-1%,11,0:09:07,52:42:07,Main group,55,+0'47'',+0'47'',39.29 km/h,64.69 km,-2%,11,0:09:07,52:54:39,Main group,52,+0'25'',+0'25'',59.48 km/h,51.12 km,-,11,0:09:07,53:00:08,Main group,93,+0'24'',+0'24'',55.40 km/h,54.11 km,-1%,11,0:09:07,53:06:53,Main group,84,+0'00'',+0'00'',49.33 km/h,49.90 km,-1%,11,0:09:07,53:13:08,Main group,47,+0'00'',-,-,-,-,11,0:09:07,53:19:45
